Date Time, Water Level, Sigma, I, L 
2017-03-12 13:00,0.898,0.041,0,0
2017-03-12 14:00,0.752,0.041,0,0
2017-03-12 15:00,0.542,0.024,0,0
2017-03-12 16:00,0.288,0.029,0,0
2017-03-12 17:00,0.093,0.031,0,0
2017-03-12 18:00,-0.011,0.018,0,0
2017-03-12 19:00,-0.023,0.023,0,0
2017-03-12 20:00,0.076,0.021,0,0
2017-03-12 21:00,0.268,0.027,0,0
2017-03-12 22:00,0.520,0.029,0,0
2017-03-12 23:00,0.724,0.020,0,0
2017-03-13 00:00,0.865,0.028,0,0
2017-03-13 01:00,0.889,0.022,0,0
2017-03-13 02:00,0.795,0.020,0,0
2017-03-13 03:00,0.592,0.017,0,0
2017-03-13 04:00,0.348,0.017,0,0
2017-03-13 05:00,0.130,0.018,0,0
2017-03-13 06:00,-0.025,0.012,0,0
2017-03-13 07:00,-0.065,0.013,0,0
2017-03-13 08:00,0.007,0.017,0,0
2017-03-13 09:00,0.179,0.020,0,0
2017-03-13 10:00,0.417,0.022,0,0
2017-03-13 11:00,0.655,0.020,0,0
2017-03-13 12:00,0.802,0.020,0,0
2017-03-13 13:00,0.838,0.021,0,0
2017-03-13 14:00,0.772,0.000,0,0
2017-03-13 15:00,0.590,0.017,0,0
2017-03-13 16:00,0.357,0.019,0,0
2017-03-13 17:00,0.135,0.017,0,0
2017-03-13 18:00,-0.045,0.016,0,0
2017-03-13 19:00,-0.121,0.016,0,0
2017-03-13 20:00,-0.092,0.016,0,0
2017-03-13 21:00,0.060,0.017,0,0
2017-03-13 22:00,0.309,0.017,0,0
2017-03-13 23:00,0.546,0.021,0,0
2017-03-14 00:00,0.741,0.015,0,0
2017-03-14 01:00,0.847,0.025,0,0
2017-03-14 02:00,0.844,0.018,0,0
2017-03-14 03:00,0.712,0.015,0,0
2017-03-14 04:00,0.487,0.017,0,0
2017-03-14 05:00,0.253,0.020,0,0
2017-03-14 06:00,0.066,0.016,0,0
2017-03-14 07:00,-0.064,0.013,0,0
2017-03-14 08:00,-0.070,0.015,0,0
2017-03-14 09:00,0.021,0.014,0,0
2017-03-14 10:00,0.209,0.022,0,0
2017-03-14 11:00,0.455,0.019,0,0
2017-03-14 12:00,0.662,0.012,0,0
2017-03-14 13:00,0.778,0.014,0,0
2017-03-14 14:00,0.780,0.013,0,0
2017-03-14 15:00,0.690,0.013,0,0
2017-03-14 16:00,0.527,0.012,0,0
2017-03-14 17:00,0.291,0.012,0,0
2017-03-14 18:00,0.103,0.016,0,0
2017-03-14 19:00,-0.025,0.014,0,0
2017-03-14 20:00,-0.033,0.011,0,0
2017-03-14 21:00,0.058,0.015,0,0
2017-03-14 22:00,0.251,0.016,0,0
2017-03-14 23:00,0.485,0.015,0,0
2017-03-15 00:00,0.713,0.021,0,0
2017-03-15 01:00,0.880,0.018,0,0
2017-03-15 02:00,0.952,0.020,0,0
2017-03-15 03:00,0.892,0.021,0,0
2017-03-15 04:00,0.746,0.023,0,0
2017-03-15 05:00,0.520,0.028,0,0
2017-03-15 06:00,0.308,0.028,0,0
2017-03-15 07:00,0.127,0.024,0,0
2017-03-15 08:00,0.052,0.027,0,0
2017-03-15 09:00,0.085,0.024,0,0
2017-03-15 10:00,0.210,0.023,0,0
2017-03-15 11:00,0.430,0.032,0,0
2017-03-15 12:00,0.626,0.035,0,0
2017-03-15 13:00,0.818,0.025,0,0
2017-03-15 14:00,0.875,0.025,0,0
2017-03-15 15:00,0.864,0.034,0,0
2017-03-15 16:00,0.742,0.026,0,0
2017-03-15 17:00,0.541,0.028,0,0
2017-03-15 18:00,0.347,0.045,0,0
2017-03-15 19:00,0.184,0.048,0,0
2017-03-15 20:00,0.088,0.042,0,0
2017-03-15 21:00,0.117,0.035,0,0
2017-03-15 22:00,0.233,0.037,0,0
2017-03-15 23:00,0.408,0.055,0,0
2017-03-16 00:00,0.644,0.043,0,0
2017-03-16 01:00,0.821,0.055,0,0
2017-03-16 02:00,0.935,0.059,0,0
2017-03-16 03:00,0.937,0.046,0,0
2017-03-16 04:00,0.828,0.045,0,0
2017-03-16 05:00,0.657,0.052,0,0
2017-03-16 06:00,0.457,0.065,0,0
2017-03-16 07:00,0.244,0.071,0,0
2017-03-16 08:00,0.092,0.067,0,0
2017-03-16 09:00,0.050,0.059,0,0
2017-03-16 10:00,0.075,0.056,0,0
2017-03-16 11:00,0.238,0.046,0,0
2017-03-16 12:00,0.416,0.056,0,0
2017-03-16 13:00,0.567,0.046,0,0
2017-03-16 14:00,0.680,0.051,0,0
2017-03-16 15:00,0.726,0.000,0,0
2017-03-16 16:00,0.651,0.043,0,0
2017-03-16 17:00,0.502,0.043,0,0
2017-03-16 18:00,0.339,0.029,0,0
2017-03-16 19:00,0.173,0.029,0,0
2017-03-16 20:00,0.038,0.040,0,0
2017-03-16 21:00,-0.008,0.037,0,0
2017-03-16 22:00,0.059,0.057,0,0
2017-03-16 23:00,0.205,0.045,0,0
2017-03-17 00:00,0.402,0.067,0,0
2017-03-17 01:00,0.573,0.067,0,0
2017-03-17 02:00,0.728,0.053,0,0
2017-03-17 03:00,0.799,0.056,0,0
2017-03-17 04:00,0.796,0.073,0,0
2017-03-17 05:00,0.673,0.058,0,0
2017-03-17 06:00,0.494,0.068,0,0
2017-03-17 07:00,0.312,0.036,0,0
2017-03-17 08:00,0.144,0.046,0,0
2017-03-17 09:00,0.061,0.044,0,0
2017-03-17 10:00,0.061,0.071,0,0
2017-03-17 11:00,0.124,0.044,0,0
2017-03-17 12:00,0.247,0.066,0,0
2017-03-17 13:00,0.405,0.069,0,0
2017-03-17 14:00,0.558,0.064,0,0
2017-03-17 15:00,0.596,0.041,0,0
2017-03-17 16:00,0.593,0.056,0,0
2017-03-17 17:00,0.527,0.056,0,0
2017-03-17 18:00,0.385,0.053,0,0
2017-03-17 19:00,0.220,0.064,0,0
2017-03-17 20:00,0.063,0.000,0,0
2017-03-17 21:00,0.004,0.000,0,0
2017-03-17 22:00,-0.029,0.054,0,0
2017-03-17 23:00,0.053,0.047,0,0
2017-03-18 00:00,0.195,0.036,0,0
2017-03-18 01:00,0.362,0.030,0,0
2017-03-18 02:00,0.527,0.028,0,0
2017-03-18 03:00,0.637,0.024,0,0
2017-03-18 04:00,0.674,0.028,0,0
2017-03-18 05:00,0.639,0.020,0,0
2017-03-18 06:00,0.532,0.022,0,0
2017-03-18 07:00,0.373,0.020,0,0
2017-03-18 08:00,0.204,0.023,0,0
2017-03-18 09:00,0.080,0.017,0,0
2017-03-18 10:00,0.027,0.018,0,0
2017-03-18 11:00,0.050,0.020,0,0
2017-03-18 12:00,0.129,0.019,0,0
2017-03-18 13:00,0.242,0.019,0,0
2017-03-18 14:00,0.372,0.023,0,0
2017-03-18 15:00,0.477,0.018,0,0
2017-03-18 16:00,0.530,0.017,0,0
2017-03-18 17:00,0.513,0.013,0,0
2017-03-18 18:00,0.425,0.015,0,0
2017-03-18 19:00,0.310,0.015,0,0
2017-03-18 20:00,0.177,0.013,0,0
2017-03-18 21:00,0.081,0.013,0,0
2017-03-18 22:00,0.042,0.014,0,0
2017-03-18 23:00,0.070,0.010,0,0
2017-03-19 00:00,0.162,0.013,0,0
2017-03-19 01:00,0.297,0.011,0,0
2017-03-19 02:00,0.455,0.009,0,0
2017-03-19 03:00,0.590,0.009,0,0
2017-03-19 04:00,0.665,0.010,0,0
2017-03-19 05:00,0.687,0.010,0,0
2017-03-19 06:00,0.637,0.009,0,0
2017-03-19 07:00,0.537,0.009,0,0
2017-03-19 08:00,0.391,0.011,0,0
2017-03-19 09:00,0.256,0.018,0,0
2017-03-19 10:00,0.165,0.014,0,0
2017-03-19 11:00,0.131,0.013,0,0
2017-03-19 12:00,0.159,0.012,0,0
2017-03-19 13:00,0.252,0.012,0,0
2017-03-19 14:00,0.360,0.010,0,0
2017-03-19 15:00,0.462,0.011,0,0
2017-03-19 16:00,0.541,0.010,0,0
2017-03-19 17:00,0.577,0.000,1,0
2017-03-19 18:00,0.554,0.013,0,0
2017-03-19 19:00,0.482,0.011,0,0
2017-03-19 20:00,0.377,0.013,0,0
2017-03-19 21:00,0.267,0.015,0,0
2017-03-19 22:00,0.211,0.015,0,0
2017-03-19 23:00,0.180,0.011,0,0
2017-03-20 00:00,0.228,0.012,0,0
2017-03-20 01:00,0.297,0.000,0,0
2017-03-20 02:00,0.440,0.023,0,0
2017-03-20 03:00,0.569,0.028,0,0
2017-03-20 04:00,0.681,0.025,0,0
2017-03-20 05:00,0.767,0.025,0,0
2017-03-20 06:00,0.762,0.027,0,0
2017-03-20 07:00,0.686,0.065,0,0
2017-03-20 08:00,0.604,0.028,0,0
2017-03-20 09:00,0.521,0.025,0,0
2017-03-20 10:00,0.381,0.017,0,0
2017-03-20 11:00,0.309,0.029,0,0
2017-03-20 12:00,0.292,0.053,0,0
2017-03-20 13:00,0.347,0.096,0,0
2017-03-20 14:00,0.415,0.076,0,0
2017-03-20 15:00,0.491,0.080,0,0
2017-03-20 16:00,0.605,0.098,0,0
2017-03-20 17:00,0.678,0.109,0,0
2017-03-20 18:00,0.653,0.106,0,0
2017-03-20 19:00,0.635,0.133,0,0
2017-03-20 20:00,0.524,0.091,0,0
2017-03-20 21:00,0.415,0.097,0,0
2017-03-20 22:00,0.306,0.083,0,0
2017-03-20 23:00,0.238,0.087,0,0
2017-03-21 00:00,0.207,0.092,0,0
2017-03-21 01:00,0.227,0.101,0,0
2017-03-21 02:00,0.288,0.095,0,0
2017-03-21 03:00,0.434,0.147,0,0
2017-03-21 04:00,0.561,0.114,0,0
2017-03-21 05:00,0.691,0.103,0,0
2017-03-21 06:00,0.716,0.104,0,0
2017-03-21 07:00,0.747,0.139,0,0
2017-03-21 08:00,0.671,0.108,0,0
2017-03-21 09:00,0.583,0.116,0,0
2017-03-21 10:00,0.436,0.090,0,0
2017-03-21 11:00,0.338,0.084,0,0
2017-03-21 12:00,0.260,0.084,0,0
2017-03-21 13:00,0.215,0.085,0,0
2017-03-21 14:00,0.239,0.058,0,0
2017-03-21 15:00,0.277,0.070,0,0
2017-03-21 16:00,0.368,0.051,0,0
2017-03-21 17:00,0.438,0.050,0,0
2017-03-21 18:00,0.513,0.057,0,0
2017-03-21 19:00,0.524,0.044,0,0
2017-03-21 20:00,0.485,0.036,0,0
2017-03-21 21:00,0.427,0.028,0,0
2017-03-21 22:00,0.346,0.032,0,0
2017-03-21 23:00,0.225,0.030,0,0
2017-03-22 00:00,0.165,0.028,0,0
2017-03-22 01:00,0.146,0.033,0,0
2017-03-22 02:00,0.192,0.022,0,0
2017-03-22 03:00,0.264,0.027,0,0
2017-03-22 04:00,0.360,0.031,0,0
2017-03-22 05:00,0.501,0.032,0,0
2017-03-22 06:00,0.608,0.023,0,0
2017-03-22 07:00,0.686,0.020,0,0
2017-03-22 08:00,0.686,0.024,0,0
2017-03-22 09:00,0.642,0.019,0,0
2017-03-22 10:00,0.530,0.024,0,0
2017-03-22 11:00,0.416,0.027,0,0
2017-03-22 12:00,0.300,0.025,0,0
2017-03-22 13:00,0.212,0.026,0,0
2017-03-22 14:00,0.174,0.025,0,0
2017-03-22 15:00,0.199,0.021,0,0
2017-03-22 16:00,0.273,0.042,0,0
2017-03-22 17:00,0.369,0.028,0,0
2017-03-22 18:00,0.443,0.036,0,0
2017-03-22 19:00,0.546,0.032,0,0
2017-03-22 20:00,0.578,0.022,0,0
2017-03-22 21:00,0.555,0.026,0,0
2017-03-22 22:00,0.484,0.027,0,0
2017-03-22 23:00,0.376,0.045,0,0
2017-03-23 00:00,0.269,0.029,0,0
2017-03-23 01:00,0.188,0.030,0,0
2017-03-23 02:00,0.163,0.026,0,0
2017-03-23 03:00,0.192,0.022,0,0
2017-03-23 04:00,0.285,0.039,0,0
2017-03-23 05:00,0.413,0.038,0,0
2017-03-23 06:00,0.569,0.036,0,0
2017-03-23 07:00,0.738,0.121,0,0
2017-03-23 08:00,0.777,0.114,0,0
2017-03-23 09:00,0.777,0.124,0,0
2017-03-23 10:00,0.679,0.099,0,0
2017-03-23 11:00,0.570,0.125,0,0
2017-03-23 12:00,0.412,0.106,0,0
2017-03-23 13:00,0.214,0.097,0,0
2017-03-23 14:00,0.117,0.051,0,0
2017-03-23 15:00,0.063,0.048,0,0
2017-03-23 16:00,0.082,0.049,0,0
2017-03-23 17:00,0.163,0.046,0,0
2017-03-23 18:00,0.269,0.050,0,0
2017-03-23 19:00,0.410,0.094,0,0
2017-03-23 20:00,0.508,0.076,0,0
2017-03-23 21:00,0.525,0.058,0,0
2017-03-23 22:00,0.482,0.042,0,0
2017-03-23 23:00,0.386,0.064,0,0
2017-03-24 00:00,0.279,0.053,0,0
2017-03-24 01:00,0.116,0.049,0,0
2017-03-24 02:00,0.034,0.054,0,0
2017-03-24 03:00,-0.008,0.037,0,0
2017-03-24 04:00,0.006,0.067,0,0
2017-03-24 05:00,0.090,0.050,0,0
2017-03-24 06:00,0.265,0.053,0,0
2017-03-24 07:00,0.419,0.038,0,0
2017-03-24 08:00,0.572,0.071,0,0
2017-03-24 09:00,0.612,0.045,0,0
2017-03-24 10:00,0.612,0.045,0,0
2017-03-24 11:00,0.538,0.030,0,0
2017-03-24 12:00,0.390,0.031,0,0
2017-03-24 13:00,0.223,0.027,0,0
2017-03-24 14:00,0.078,0.028,0,0
2017-03-24 15:00,-0.028,0.024,0,0
2017-03-24 16:00,-0.051,0.028,0,0
2017-03-24 17:00,-0.015,0.027,0,0
2017-03-24 18:00,0.106,0.023,0,0
2017-03-24 19:00,0.265,0.029,0,0
2017-03-24 20:00,0.435,0.030,0,0
2017-03-24 21:00,0.526,0.032,0,0
2017-03-24 22:00,0.564,0.024,0,0
2017-03-24 23:00,0.499,0.035,0,0
2017-03-25 00:00,0.377,0.030,0,0
2017-03-25 01:00,0.227,0.025,0,0
2017-03-25 02:00,0.077,0.019,0,0
2017-03-25 03:00,-0.028,0.019,0,0
2017-03-25 04:00,-0.061,0.016,0,0
2017-03-25 05:00,-0.008,0.018,0,0
2017-03-25 06:00,0.124,0.012,0,0
2017-03-25 07:00,0.300,0.018,0,0
2017-03-25 08:00,0.499,0.014,0,0
2017-03-25 09:00,0.639,0.014,0,0
2017-03-25 10:00,0.714,0.016,0,0
2017-03-25 11:00,0.685,0.015,0,0
2017-03-25 12:00,0.582,0.020,0,0
2017-03-25 13:00,0.393,0.020,0,0
2017-03-25 14:00,0.195,0.021,0,0
2017-03-25 15:00,0.029,0.016,0,0
2017-03-25 16:00,-0.055,0.015,0,0
2017-03-25 17:00,-0.069,0.016,0,0
2017-03-25 18:00,0.020,0.016,0,0
2017-03-25 19:00,0.193,0.012,0,0
2017-03-25 20:00,0.386,0.016,0,0
2017-03-25 21:00,0.574,0.015,0,0
2017-03-25 22:00,0.667,0.010,0,0
2017-03-25 23:00,0.684,0.012,0,0
2017-03-26 00:00,0.597,0.010,0,0
2017-03-26 01:00,0.443,0.015,0,0
2017-03-26 02:00,0.242,0.014,0,0
2017-03-26 03:00,0.070,0.017,0,0
2017-03-26 04:00,-0.058,0.018,0,0
2017-03-26 05:00,-0.073,0.012,0,0
2017-03-26 06:00,0.022,0.011,0,0
2017-03-26 07:00,0.179,0.015,0,0
2017-03-26 08:00,0.413,0.011,0,0
2017-03-26 09:00,0.618,0.011,0,0
2017-03-26 10:00,0.769,0.011,0,0
2017-03-26 11:00,0.829,0.012,0,0
2017-03-26 12:00,0.768,0.016,0,0
2017-03-26 13:00,0.625,0.009,0,0
2017-03-26 14:00,0.417,0.015,0,0
2017-03-26 15:00,0.196,0.017,0,0
2017-03-26 16:00,0.018,0.014,0,0
2017-03-26 17:00,-0.069,0.017,0,0
2017-03-26 18:00,-0.049,0.016,0,0
2017-03-26 19:00,0.087,0.018,0,0
2017-03-26 20:00,0.304,0.014,0,0
2017-03-26 21:00,0.535,0.016,0,0
2017-03-26 22:00,0.711,0.017,0,0
2017-03-26 23:00,0.802,0.015,0,0
2017-03-27 00:00,0.793,0.016,0,0
2017-03-27 01:00,0.677,0.015,0,0
2017-03-27 02:00,0.469,0.017,0,0
2017-03-27 03:00,0.232,0.018,0,0
2017-03-27 04:00,0.038,0.016,0,0
2017-03-27 05:00,-0.080,0.011,0,0
2017-03-27 06:00,-0.082,0.013,0,0
2017-03-27 07:00,0.029,0.013,0,0
2017-03-27 08:00,0.231,0.018,0,0
2017-03-27 09:00,0.482,0.013,0,0
2017-03-27 10:00,0.699,0.016,0,0
2017-03-27 11:00,0.847,0.015,0,0
2017-03-27 12:00,0.874,0.014,0,0
2017-03-27 13:00,0.785,0.016,0,0
2017-03-27 14:00,0.590,0.015,0,0
2017-03-27 15:00,0.350,0.018,0,0
2017-03-27 16:00,0.119,0.019,0,0
2017-03-27 17:00,-0.041,0.013,0,0
2017-03-27 18:00,-0.091,0.011,0,0
2017-03-27 19:00,-0.006,0.014,0,0
2017-03-27 20:00,0.172,0.018,0,0
2017-03-27 21:00,0.439,0.013,0,0
2017-03-27 22:00,0.684,0.015,0,0
2017-03-27 23:00,0.865,0.018,0,0
2017-03-28 00:00,0.939,0.018,0,0
2017-03-28 01:00,0.886,0.018,0,0
2017-03-28 02:00,0.719,0.017,0,0
2017-03-28 03:00,0.479,0.012,0,0
2017-03-28 04:00,0.214,0.015,0,0
2017-03-28 05:00,0.032,0.015,0,0
2017-03-28 06:00,-0.065,0.012,0,0
2017-03-28 07:00,-0.028,0.013,0,0
2017-03-28 08:00,0.123,0.018,0,0
2017-03-28 09:00,0.365,0.017,0,0
2017-03-28 10:00,0.619,0.016,0,0
2017-03-28 11:00,0.847,0.017,0,0
2017-03-28 12:00,0.984,0.018,0,0
2017-03-28 13:00,0.984,0.014,0,0
2017-03-28 14:00,0.850,0.017,0,0
2017-03-28 15:00,0.615,0.016,0,0
2017-03-28 16:00,0.350,0.018,0,0
2017-03-28 17:00,0.123,0.016,0,0
2017-03-28 18:00,-0.013,0.015,0,0
2017-03-28 19:00,-0.021,0.016,0,0
2017-03-28 20:00,0.099,0.018,0,0
2017-03-28 21:00,0.326,0.017,0,0
2017-03-28 22:00,0.605,0.016,0,0
2017-03-28 23:00,0.856,0.019,0,0
2017-03-29 00:00,1.024,0.019,0,0
2017-03-29 01:00,1.054,0.022,0,0
2017-03-29 02:00,0.964,0.019,0,0
2017-03-29 03:00,0.753,0.020,0,0
2017-03-29 04:00,0.485,0.020,0,0
2017-03-29 05:00,0.215,0.017,0,0
2017-03-29 06:00,0.032,0.016,0,0
2017-03-29 07:00,-0.049,0.017,0,0
2017-03-29 08:00,0.008,0.017,0,0
2017-03-29 09:00,0.185,0.015,0,0
2017-03-29 10:00,0.448,0.018,0,0
2017-03-29 11:00,0.703,0.021,0,0
2017-03-29 12:00,0.905,0.024,0,0
2017-03-29 13:00,0.986,0.019,0,0
2017-03-29 14:00,0.959,0.019,0,0
2017-03-29 15:00,0.778,0.024,0,0
2017-03-29 16:00,0.527,0.025,0,0
2017-03-29 17:00,0.250,0.021,0,0
2017-03-29 18:00,0.052,0.027,0,0
2017-03-29 19:00,-0.044,0.022,0,0
2017-03-29 20:00,-0.024,0.030,0,0
2017-03-29 21:00,0.141,0.028,0,0
2017-03-29 22:00,0.397,0.028,0,0
2017-03-29 23:00,0.683,0.033,0,0
2017-03-30 00:00,0.925,0.038,0,0
2017-03-30 01:00,1.089,0.050,0,0
2017-03-30 02:00,1.093,0.037,0,0
2017-03-30 03:00,0.960,0.044,0,0
2017-03-30 04:00,0.725,0.034,0,0
2017-03-30 05:00,0.463,0.035,0,0
2017-03-30 06:00,0.201,0.061,0,0
2017-03-30 07:00,0.043,0.082,0,0
2017-03-30 08:00,-0.033,0.084,0,0
2017-03-30 09:00,0.041,0.057,0,0
2017-03-30 10:00,0.234,0.080,0,0
2017-03-30 11:00,0.516,0.090,0,0
2017-03-30 12:00,0.728,0.083,0,0
2017-03-30 13:00,0.915,0.118,0,0
2017-03-30 14:00,0.944,0.071,0,0
2017-03-30 15:00,0.867,0.000,1,0
2017-03-30 16:00,0.698,0.081,0,0
2017-03-30 17:00,0.410,0.050,0,0
2017-03-30 18:00,0.142,0.059,0,0
2017-03-30 19:00,-0.017,0.045,0,0
2017-03-30 20:00,-0.099,0.053,0,0
2017-03-30 21:00,-0.038,0.049,0,0
2017-03-30 22:00,0.148,0.044,0,0
2017-03-30 23:00,0.450,0.065,0,0
2017-03-31 00:00,0.700,0.037,0,0
2017-03-31 01:00,0.924,0.040,0,0
2017-03-31 02:00,1.026,0.044,0,0
2017-03-31 03:00,1.019,0.039,0,0
2017-03-31 04:00,0.858,0.043,0,0
2017-03-31 05:00,0.615,0.034,0,0
2017-03-31 06:00,0.343,0.039,0,0
2017-03-31 07:00,0.109,0.034,0,0
2017-03-31 08:00,-0.034,0.025,0,0
2017-03-31 09:00,-0.065,0.026,0,0
2017-03-31 10:00,0.021,0.030,0,0
2017-03-31 11:00,0.203,0.034,0,0
2017-03-31 12:00,0.444,0.029,0,0
2017-03-31 13:00,0.683,0.037,0,0
2017-03-31 14:00,0.817,0.027,0,0
2017-03-31 15:00,0.843,0.034,0,0
2017-03-31 16:00,0.768,0.030,0,0
2017-03-31 17:00,0.582,0.025,0,0
2017-03-31 18:00,0.343,0.030,0,0
2017-03-31 19:00,0.132,0.030,0,0
2017-03-31 20:00,-0.008,0.023,0,0
2017-03-31 21:00,-0.044,0.023,0,0
2017-03-31 22:00,0.053,0.022,0,0
2017-03-31 23:00,0.220,0.027,0,0
